order_id,order_date,customer_id,customer_name,product_id,product_names,categories,quantity,price,total
40,2021-07-17,636,Customer_5500,205,Printer,Electronics,6,32.62,195.71999999999997
41,2021-10-26,385,Customer_32166,200,Laptop,Electronics,10,25.93,259.3
42,2015-06-05,233,Customer_21351,205,Printer,Electronics,4,8.45,33.8
43,2014-09-03,275,Customer_9268,207,Pen,Stationery,9,38.27,344.43
44,2018-10-06,390,Customer_5166,208,Notebook,Stationery,5,49.89,249.45
45,2019-08-29,271,Customer_17258,208,Notebook,Stationery,9,59.49,535.41
46,2012-12-19,717,Customer_2436,203,Chair,Office,4,4.61,18.44
47,2013-10-18,393,Customer_7104,204,Monitor,Electronics,1,57.61,57.61
48,2017-06-10,293,Customer_13974,205,Printer,Electronics,7,84.82,593.74
49,2014-07-22,588,Customer_32029,203,Chair,Office,1,70.04,70.04
50,2019-11-29,578,Customer_29465,203,Chair,Office,7,47.22,330.53999999999996
51,2014-04-28,640,Customer_17751,210,Cabinet,Office,4,73.62,294.48
52,2021-01-19,217,Customer_10670,206,Paper,Stationery,7,68.41,478.87
53,2018-08-30,612,Customer_9380,205,Printer,Electronics,6,87.95,527.7
54,2023-02-07,255,Customer_32070,210,Cabinet,Office,7,77.77,544.39
55,2013-07-26,703,Customer_13786,208,Notebook,Stationery,6,58.4,350.4
56,2017-11-02,465,Customer_13954,201,Smartphone,Electronics,9,6.32,56.88
57,2023-02-08,839,Customer_13808,211,Plastic Cups,Sundry,7,71.16,498.12
58,2018-12-23,968,Customer_32350,201,Smartphone,Electronics,8,21.47,171.76
59,2012-01-29,937,Customer_8059,211,Plastic Cups,Sundry,6,33.08,198.48
60,2011-06-23,549,Customer_17522,211,Plastic Cups,Sundry,9,87.4,786.6
61,2019-09-28,303,Customer_1192,210,Cabinet,Office,4,41.18,164.72
62,2017-06-10,545,Customer_27809,204,Monitor,Electronics,2,8.49,16.98
63,2010-01-05,444,Customer_12899,209,Coffee Maker,Electronics,9,37.6,338.40000000000003
64,2021-02-23,618,Customer_26954,209,Coffee Maker,Electronics,8,88.68,709.44
65,2018-07-26,638,Customer_14784,200,Laptop,Electronics,4,83.35,333.4
66,2010-07-10,583,Customer_5393,209,Coffee Maker,Electronics,4,94.08,376.32
67,2013-12-31,298,Customer_29261,207,Pen,Stationery,3,22.27,66.81
68,2015-07-27,586,Customer_24617,206,Paper,Stationery,6,6.66,39.96
69,2010-12-18,542,Customer_18258,203,Chair,Office,9,13.0,117.0
70,2019-08-26,839,Customer_5522,207,Pen,Stationery,10,69.04,690.4000000000001
71,2016-11-24,582,Customer_4814,201,Smartphone,Electronics,7,38.95,272.65000000000003
72,2018-04-25,709,Customer_11637,207,Pen,Stationery,10,9.83,98.3
73,2012-07-09,957,Customer_14859,203,Chair,Office,9,68.62,617.58
74,2013-02-02,766,Customer_8680,200,Laptop,Electronics,10,8.82,88.2
75,2020-02-10,938,Customer_25491,202,Desk,Office,2,84.14,168.28
76,2016-01-18,705,Customer_6334,203,Chair,Office,1,84.23,84.23
77,2011-04-03,448,Customer_17137,209,Coffee Maker,Electronics,4,17.48,69.92
78,2016-03-17,203,Customer_31060,211,Plastic Cups,Sundry,2,10.73,21.46
79,2010-11-14,421,Customer_9873,200,Laptop,Electronics,2,98.22,196.44
80,2013-07-04,590,Customer_22746,207,Pen,Stationery,3,40.58,121.74
81,2015-05-29,331,Customer_23239,207,Pen,Stationery,4,30.05,120.2
82,2010-01-04,834,Customer_2766,204,Monitor,Electronics,5,18.87,94.35000000000001
83,2019-10-07,518,Customer_22459,211,Plastic Cups,Sundry,5,78.87,394.35
84,2016-11-30,908,Customer_31619,206,Paper,Stationery,7,32.44,227.07999999999998
85,2019-06-26,491,Customer_17746,206,Paper,Stationery,1,82.67,82.67
86,2023-07-15,288,Customer_10764,211,Plastic Cups,Sundry,9,3.16,28.44
87,2018-12-26,754,Customer_20908,202,Desk,Office,3,78.5,235.5
88,2013-04-26,180,Customer_7700,210,Cabinet,Office,7,96.43,675.01
89,2012-08-15,559,Customer_18818,201,Smartphone,Electronics,6,85.51,513.0600000000001
90,2021-06-24,660,Customer_14595,206,Paper,Stationery,8,22.03,176.24
91,2013-09-19,301,Customer_29856,205,Printer,Electronics,3,61.76,185.28
92,2020-06-06,336,Customer_12463,208,Notebook,Stationery,6,38.63,231.78000000000003
93,2010-11-24,765,Customer_6002,203,Chair,Office,5,12.56,62.800000000000004
94,2012-07-05,137,Customer_6499,211,Plastic Cups,Sundry,8,95.66,765.28
95,2020-12-10,690,Customer_14273,207,Pen,Stationery,4,21.41,85.64
96,2012-04-29,256,Customer_32169,202,Desk,Office,8,24.75,198.0
97,2012-08-06,688,Customer_31892,205,Printer,Electronics,2,92.85,185.7
98,2019-11-27,405,Customer_6733,201,Smartphone,Electronics,3,4.69,14.07
99,2013-09-27,528,Customer_26379,210,Cabinet,Office,10,21.98,219.8
100,2018-11-14,231,Customer_28125,208,Notebook,Stationery,3,34.32,102.96000000000001
101,2022-02-06,269,Customer_16537,204,Monitor,Electronics,3,41.33,123.99
102,2022-08-03,100,Customer_13037,201,Smartphone,Electronics,3,45.2,135.60000000000002
103,2013-06-07,388,Customer_9855,200,Laptop,Electronics,5,17.22,86.1
104,2018-09-21,328,Customer_1143,200,Laptop,Electronics,2,79.14,158.28
105,2016-08-14,944,Customer_27094,211,Plastic Cups,Sundry,5,77.05,385.25
106,2011-02-18,331,Customer_22014,202,Desk,Office,8,12.61,100.88
107,2011-10-09,717,Customer_13154,206,Paper,Stationery,2,60.72,121.44
108,2012-03-08,771,Customer_25522,204,Monitor,Electronics,8,64.91,519.28
109,2022-06-26,860,Customer_9385,205,Printer,Electronics,5,40.14,200.7
110,2019-12-13,588,Customer_30222,208,Notebook,Stationery,3,33.15,99.44999999999999
111,2014-03-29,547,Customer_4778,211,Plastic Cups,Sundry,1,18.03,18.03
112,2023-11-14,345,Customer_15688,206,Paper,Stationery,8,6.02,48.16
113,2013-05-22,976,Customer_17818,211,Plastic Cups,Sundry,4,19.43,77.72
114,2010-12-04,357,Customer_31211,204,Monitor,Electronics,5,99.32,496.59999999999997
115,2017-06-08,886,Customer_27961,203,Chair,Office,6,11.92,71.52
116,2023-01-13,293,Customer_9065,205,Printer,Electronics,2,61.52,123.04
117,2023-09-14,620,Customer_13029,208,Notebook,Stationery,3,43.18,129.54
118,2023-03-16,414,Customer_17029,200,Laptop,Electronics,4,84.93,339.72
119,2012-12-01,770,Customer_19808,206,Paper,Stationery,2,66.3,132.6
120,2016-01-13,925,Customer_17856,201,Smartphone,Electronics,4,62.84,251.36
121,2011-04-22,680,Customer_15308,209,Coffee Maker,Electronics,4,63.73,254.92
122,2016-12-29,146,Customer_21682,211,Plastic Cups,Sundry,3,75.67,227.01
123,2019-07-02,270,Customer_3586,210,Cabinet,Office,8,50.11,400.88
124,2021-07-22,621,Customer_26069,207,Pen,Stationery,8,89.47,715.76
125,2015-12-31,730,Customer_10218,210,Cabinet,Office,10,50.81,508.1
126,2020-06-04,224,Customer_2518,202,Desk,Office,8,44.6,356.8
127,2023-07-25,403,Customer_14061,204,Monitor,Electronics,2,92.03,184.06
128,2015-04-11,836,Customer_1892,200,Laptop,Electronics,7,75.62,529.34
129,2014-10-07,971,Customer_16290,204,Monitor,Electronics,8,46.21,369.68
130,2016-01-17,265,Customer_9197,200,Laptop,Electronics,2,36.27,72.54
131,2018-07-27,216,Customer_31067,207,Pen,Stationery,3,69.91,209.73
132,2023-07-10,421,Customer_28988,201,Smartphone,Electronics,8,43.15,345.2
133,2023-02-21,246,Customer_8220,205,Printer,Electronics,1,84.64,84.64
134,2020-07-09,811,Customer_5066,203,Chair,Office,8,69.6,556.8
135,2021-07-19,956,Customer_22593,200,Laptop,Electronics,3,67.9,203.70000000000002
136,2017-03-19,359,Customer_7691,201,Smartphone,Electronics,9,74.23,668.07
137,2017-04-24,754,Customer_28323,210,Cabinet,Office,6,24.03,144.18
138,2010-03-09,200,Customer_7603,210,Cabinet,Office,2,38.93,77.86
139,2016-01-17,801,Customer_763,207,Pen,Stationery,4,92.17,368.68
140,2012-11-07,281,Customer_8016,205,Printer,Electronics,7,65.69,459.83
141,2023-10-22,687,Customer_15909,208,Notebook,Stationery,5,48.32,241.6
142,2013-01-21,544,Customer_22701,201,Smartphone,Electronics,3,72.63,217.89
143,2023-04-18,617,Customer_32136,200,Laptop,Electronics,8,73.64,589.12
144,2022-05-04,268,Customer_20082,208,Notebook,Stationery,6,75.04,450.24
145,2014-03-10,864,Customer_3136,208,Notebook,Stationery,7,78.57,549.99
146,2013-09-05,478,Customer_29219,207,Pen,Stationery,1,81.46,81.46
147,2020-11-16,552,Customer_6738,210,Cabinet,Office,10,60.34,603.4000000000001
148,2022-12-06,904,Customer_15869,204,Monitor,Electronics,10,40.92,409.20000000000005
149,2010-03-04,267,Customer_27084,209,Coffee Maker,Electronics,2,92.61,185.22
150,2014-07-25,649,Customer_15972,204,Monitor,Electronics,10,95.68,956.8000000000001
151,2023-06-22,823,Customer_13334,207,Pen,Stationery,5,49.74,248.70000000000002
152,2015-04-10,595,Customer_11881,207,Pen,Stationery,2,89.47,178.94
153,2012-11-30,173,Customer_26933,208,Notebook,Stationery,8,99.21,793.68
154,2016-10-07,627,Customer_32692,205,Printer,Electronics,9,84.44,759.96
155,2022-12-26,831,Customer_18735,206,Paper,Stationery,6,64.23,385.38
156,2016-02-12,833,Customer_2380,211,Plastic Cups,Sundry,1,3.45,3.45
157,2013-03-13,361,Customer_20192,201,Smartphone,Electronics,8,80.57,644.56
158,2017-02-17,702,Customer_11797,206,Paper,Stationery,4,57.87,231.48
159,2023-08-01,736,Customer_2843,204,Monitor,Electronics,5,8.57,42.85
160,2010-10-11,907,Customer_13611,205,Printer,Electronics,7,53.42,373.94
161,2023-08-19,776,Customer_1603,210,Cabinet,Office,4,50.17,200.68
162,2016-03-31,649,Customer_32113,204,Monitor,Electronics,2,55.89,111.78
163,2016-05-10,222,Customer_9680,210,Cabinet,Office,2,90.86,181.72
164,2014-08-25,969,Customer_19573,209,Coffee Maker,Electronics,3,40.21,120.63
165,2020-04-25,668,Customer_2270,200,Laptop,Electronics,7,63.74,446.18
166,2010-06-03,128,Customer_9774,210,Cabinet,Office,8,80.5,644.0
167,2011-05-07,857,Customer_16079,210,Cabinet,Office,8,89.98,719.84
168,2023-04-21,171,Customer_25508,200,Laptop,Electronics,10,16.9,169.0
169,2016-10-27,819,Customer_9284,210,Cabinet,Office,10,95.19,951.9
170,2013-03-01,333,Customer_18778,204,Monitor,Electronics,2,36.53,73.06
171,2011-02-26,926,Customer_8530,204,Monitor,Electronics,4,79.83,319.32
172,2010-07-29,327,Customer_27484,203,Chair,Office,8,2.99,23.92
173,2012-11-18,333,Customer_14517,208,Notebook,Stationery,4,31.0,124.0
174,2013-09-02,399,Customer_10705,210,Cabinet,Office,7,65.29,457.03000000000003
175,2011-12-20,139,Customer_17531,205,Printer,Electronics,10,10.37,103.69999999999999
176,2019-08-08,334,Customer_7301,205,Printer,Electronics,1,76.98,76.98
177,2011-06-20,137,Customer_13881,204,Monitor,Electronics,5,7.38,36.9
178,2023-03-25,960,Customer_21591,211,Plastic Cups,Sundry,9,63.6,572.4
179,2019-08-19,875,Customer_29199,202,Desk,Office,1,53.16,53.16
180,2019-01-31,490,Customer_16319,211,Plastic Cups,Sundry,6,10.51,63.06
181,2017-09-19,339,Customer_16787,203,Chair,Office,10,88.17,881.7
182,2023-02-21,486,Customer_5967,211,Plastic Cups,Sundry,7,34.77,243.39000000000001
183,2017-07-22,674,Customer_13051,209,Coffee Maker,Electronics,2,59.97,119.94
184,2010-09-11,987,Customer_25678,203,Chair,Office,5,4.02,20.099999999999998
185,2010-12-29,795,Customer_29430,206,Paper,Stationery,10,24.92,249.20000000000002
186,2012-06-11,628,Customer_11297,202,Desk,Office,8,62.72,501.76
187,2010-11-21,818,Customer_23465,206,Paper,Stationery,3,54.84,164.52
188,2023-09-28,861,Customer_29329,207,Pen,Stationery,7,37.82,264.74
189,2013-06-10,442,Customer_89,211,Plastic Cups,Sundry,2,95.61,191.22
190,2011-02-20,547,Customer_7565,206,Paper,Stationery,1,56.4,56.4
191,2018-11-06,346,Customer_30596,202,Desk,Office,1,96.45,96.45
192,2017-07-16,616,Customer_16763,205,Printer,Electronics,3,21.49,64.47
193,2012-08-27,784,Customer_7202,206,Paper,Stationery,7,72.01,504.07000000000005
194,2010-10-18,902,Customer_26409,203,Chair,Office,10,27.86,278.6
195,2022-02-02,176,Customer_11918,209,Coffee Maker,Electronics,10,44.78,447.8
196,2019-06-17,551,Customer_12314,210,Cabinet,Office,8,71.88,575.04
197,2013-07-31,871,Customer_21609,201,Smartphone,Electronics,10,45.75,457.5
198,2015-06-28,166,Customer_22566,203,Chair,Office,3,27.35,82.05000000000001
199,2017-05-07,699,Customer_27287,209,Coffee Maker,Electronics,7,95.83,670.81
200,2020-07-14,308,Customer_19446,200,Laptop,Electronics,9,95.53,859.77
201,2011-04-11,593,Customer_8032,211,Plastic Cups,Sundry,5,72.16,360.79999999999995
202,2011-10-16,979,Customer_8317,211,Plastic Cups,Sundry,10,86.87,868.7
203,2021-09-06,229,Customer_22690,202,Desk,Office,6,79.83,478.98
204,2012-06-04,307,Customer_3134,211,Plastic Cups,Sundry,7,90.53,633.71
205,2023-01-20,170,Customer_12787,206,Paper,Stationery,9,93.63,842.67
206,2013-06-07,968,Customer_30907,208,Notebook,Stationery,5,60.39,301.95
207,2014-01-12,445,Customer_29139,208,Notebook,Stationery,10,25.39,253.9
208,2020-02-09,477,Customer_24388,201,Smartphone,Electronics,10,43.75,437.5
209,2012-11-24,920,Customer_5005,204,Monitor,Electronics,4,60.31,241.24
210,2019-11-12,296,Customer_10729,200,Laptop,Electronics,8,22.24,177.92
211,2017-08-30,941,Customer_27313,201,Smartphone,Electronics,5,43.09,215.45000000000002
212,2015-04-20,794,Customer_26302,201,Smartphone,Electronics,3,80.07,240.20999999999998
213,2015-04-04,438,Customer_7572,208,Notebook,Stationery,6,25.15,150.89999999999998
214,2020-01-25,408,Customer_3104,201,Smartphone,Electronics,1,44.76,44.76
215,2014-12-25,138,Customer_27111,210,Cabinet,Office,10,39.04,390.4
216,2012-06-10,726,Customer_2781,200,Laptop,Electronics,9,90.92,818.28
217,2015-03-17,799,Customer_1125,211,Plastic Cups,Sundry,1,36.39,36.39
218,2014-10-20,635,Customer_17378,205,Printer,Electronics,3,21.15,63.449999999999996
219,2013-04-16,837,Customer_10189,203,Chair,Office,5,69.08,345.4
220,2022-02-20,164,Customer_9140,209,Coffee Maker,Electronics,9,28.75,258.75
221,2011-03-22,563,Customer_22344,207,Pen,Stationery,2,74.35,148.7
222,2011-12-03,852,Customer_7422,201,Smartphone,Electronics,2,49.51,99.02
223,2012-06-15,859,Customer_31840,210,Cabinet,Office,6,43.17,259.02
224,2017-08-19,250,Customer_29071,209,Coffee Maker,Electronics,10,3.3,33.0
225,2021-02-28,838,Customer_26767,201,Smartphone,Electronics,2,92.86,185.72
226,2012-01-15,273,Customer_2031,205,Printer,Electronics,5,24.64,123.2
227,2012-12-15,897,Customer_10700,211,Plastic Cups,Sundry,8,36.56,292.48
228,2018-07-23,928,Customer_18316,211,Plastic Cups,Sundry,5,19.42,97.10000000000001
229,2019-03-09,729,Customer_14756,207,Pen,Stationery,3,10.2,30.599999999999998
230,2021-03-12,759,Customer_11738,200,Laptop,Electronics,7,23.9,167.29999999999998
231,2011-05-08,564,Customer_27,203,Chair,Office,9,91.18,820.6200000000001
232,2011-06-30,182,Customer_7590,209,Coffee Maker,Electronics,7,23.61,165.26999999999998
233,2016-11-06,244,Customer_2217,200,Laptop,Electronics,2,48.27,96.54
234,2010-03-26,995,Customer_19551,200,Laptop,Electronics,9,10.3,92.7
235,2012-11-02,390,Customer_11423,201,Smartphone,Electronics,1,33.69,33.69
236,2016-07-26,308,Customer_668,204,Monitor,Electronics,10,33.78,337.8
237,2011-05-29,354,Customer_16467,209,Coffee Maker,Electronics,1,12.97,12.97
238,2015-02-13,299,Customer_26446,210,Cabinet,Office,1,43.68,43.68
239,2021-10-28,302,Customer_3520,203,Chair,Office,6,11.15,66.9
240,2011-05-02,487,Customer_24475,209,Coffee Maker,Electronics,9,31.13,280.17
241,2023-04-18,654,Customer_19825,202,Desk,Office,5,81.46,407.29999999999995
242,2013-07-06,479,Customer_11509,203,Chair,Office,6,50.26,301.56
243,2016-02-10,568,Customer_6389,210,Cabinet,Office,3,80.34,241.02
244,2012-12-06,367,Customer_12260,211,Plastic Cups,Sundry,5,21.27,106.35
245,2019-04-18,689,Customer_27641,209,Coffee Maker,Electronics,10,59.87,598.6999999999999
246,2021-10-17,997,Customer_7854,206,Paper,Stationery,4,22.01,88.04
247,2014-10-06,940,Customer_18848,200,Laptop,Electronics,4,64.44,257.76
248,2011-01-27,363,Customer_32555,209,Coffee Maker,Electronics,2,6.24,12.48
249,2012-03-07,475,Customer_9472,203,Chair,Office,1,17.21,17.21
250,2021-07-07,459,Customer_8798,209,Coffee Maker,Electronics,9,28.61,257.49
251,2018-05-15,589,Customer_7597,203,Chair,Office,3,5.35,16.049999999999997
252,2011-06-29,765,Customer_24978,202,Desk,Office,10,94.18,941.8000000000001
253,2010-06-11,756,Customer_28023,204,Monitor,Electronics,8,91.66,733.28
254,2023-05-26,122,Customer_12398,207,Pen,Stationery,5,38.91,194.54999999999998
255,2017-01-14,196,Customer_27962,205,Printer,Electronics,9,56.74,510.66
256,2018-07-04,300,Customer_21873,210,Cabinet,Office,4,93.72,374.88
257,2013-02-10,386,Customer_19066,207,Pen,Stationery,3,62.24,186.72
258,2018-06-01,410,Customer_6138,211,Plastic Cups,Sundry,10,89.91,899.0999999999999
259,2021-03-11,167,Customer_17962,208,Notebook,Stationery,6,62.54,375.24
260,2022-02-21,384,Customer_18550,202,Desk,Office,4,45.67,182.68
261,2018-02-11,612,Customer_14918,206,Paper,Stationery,4,3.34,13.36
262,2019-08-23,152,Customer_32171,211,Plastic Cups,Sundry,9,5.65,50.85
263,2015-09-03,133,Customer_19243,209,Coffee Maker,Electronics,10,96.83,968.3
264,2017-07-04,570,Customer_30552,203,Chair,Office,7,10.01,70.07
265,2014-02-20,933,Customer_31618,210,Cabinet,Office,4,39.47,157.88
266,2011-11-15,124,Customer_17846,203,Chair,Office,1,70.5,70.5
267,2018-12-19,790,Customer_15213,209,Coffee Maker,Electronics,2,13.06,26.12
268,2018-11-10,766,Customer_32654,201,Smartphone,Electronics,2,44.59,89.18
269,2021-06-21,161,Customer_28069,208,Notebook,Stationery,1,33.11,33.11
270,2017-10-18,135,Customer_1001,210,Cabinet,Office,3,83.65,250.95000000000002
271,2013-03-23,734,Customer_1887,205,Printer,Electronics,7,86.99,608.93
272,2015-03-08,514,Customer_30984,208,Notebook,Stationery,7,17.67,123.69000000000001
273,2020-02-13,424,Customer_13250,200,Laptop,Electronics,10,83.29,832.9000000000001
274,2012-01-10,525,Customer_24852,208,Notebook,Stationery,7,35.32,247.24
275,2013-05-10,263,Customer_1125,202,Desk,Office,10,24.18,241.8
276,2010-05-04,330,Customer_1531,207,Pen,Stationery,2,41.14,82.28
277,2015-09-14,450,Customer_20525,205,Printer,Electronics,2,59.77,119.54
278,2018-05-25,232,Customer_27510,208,Notebook,Stationery,1,32.06,32.06
279,2012-02-09,625,Customer_21843,209,Coffee Maker,Electronics,7,30.87,216.09
280,2010-11-16,242,Customer_5865,205,Printer,Electronics,2,44.4,88.8
281,2017-08-23,506,Customer_14436,203,Chair,Office,1,83.41,83.41
282,2014-04-10,484,Customer_16701,210,Cabinet,Office,4,45.0,180.0
283,2015-01-01,271,Customer_21411,211,Plastic Cups,Sundry,7,91.2,638.4
284,2019-04-24,218,Customer_18758,204,Monitor,Electronics,8,80.64,645.12
285,2019-11-11,833,Customer_8609,203,Chair,Office,8,85.31,682.48
286,2016-02-24,332,Customer_16432,207,Pen,Stationery,10,75.56,755.6
287,2015-11-10,630,Customer_11653,202,Desk,Office,4,92.28,369.12
288,2018-08-08,627,Customer_1202,211,Plastic Cups,Sundry,9,90.79,817.11
289,2015-07-12,271,Customer_11890,203,Chair,Office,9,71.7,645.3000000000001
290,2014-04-19,272,Customer_11846,209,Coffee Maker,Electronics,7,41.58,291.06
291,2012-06-11,657,Customer_4997,205,Printer,Electronics,3,16.75,50.25
292,2010-03-25,200,Customer_17814,201,Smartphone,Electronics,1,59.97,59.97
293,2016-07-13,241,Customer_28855,202,Desk,Office,2,54.06,108.12
294,2020-07-11,566,Customer_22045,206,Paper,Stationery,9,63.95,575.5500000000001
295,2015-07-23,741,Customer_8115,203,Chair,Office,6,78.04,468.24
296,2020-05-30,959,Customer_2724,211,Plastic Cups,Sundry,4,57.71,230.84
297,2018-05-30,634,Customer_3129,210,Cabinet,Office,6,76.47,458.82
298,2012-01-27,170,Customer_22116,209,Coffee Maker,Electronics,6,2.8,16.799999999999997
299,2019-09-09,590,Customer_19432,203,Chair,Office,4,19.78,79.12
300,2020-08-15,179,Customer_1726,206,Paper,Stationery,9,53.22,478.98
301,2018-03-22,428,Customer_26672,200,Laptop,Electronics,2,56.77,113.54
302,2022-10-06,210,Customer_13254,204,Monitor,Electronics,7,32.37,226.58999999999997
303,2020-11-26,508,Customer_6498,201,Smartphone,Electronics,4,70.6,282.4
304,2014-05-18,992,Customer_7052,210,Cabinet,Office,4,82.52,330.08
305,2019-12-10,784,Customer_23347,204,Monitor,Electronics,5,85.36,426.8
306,2020-05-21,555,Customer_32318,208,Notebook,Stationery,7,30.27,211.89
307,2017-09-15,151,Customer_27802,205,Printer,Electronics,2,30.25,60.5
308,2011-03-18,735,Customer_22715,203,Chair,Office,5,62.24,311.2
309,2010-12-13,837,Customer_26304,211,Plastic Cups,Sundry,2,71.66,143.32
310,2020-07-13,189,Customer_17562,211,Plastic Cups,Sundry,1,62.71,62.71
311,2010-11-26,131,Customer_25019,205,Printer,Electronics,9,31.71,285.39
312,2017-03-11,635,Customer_21585,206,Paper,Stationery,10,76.2,762.0
313,2020-10-30,211,Customer_5863,209,Coffee Maker,Electronics,9,18.84,169.56
314,2020-06-24,809,Customer_26090,201,Smartphone,Electronics,9,63.69,573.21
315,2011-04-12,195,Customer_20323,203,Chair,Office,4,59.57,238.28
316,2022-12-15,640,Customer_26492,206,Paper,Stationery,4,8.78,35.12
317,2017-02-03,475,Customer_19523,209,Coffee Maker,Electronics,6,52.6,315.6
318,2014-09-30,799,Customer_10973,200,Laptop,Electronics,7,28.94,202.58
319,2013-09-27,474,Customer_24811,208,Notebook,Stationery,2,31.53,63.06
320,2015-12-14,280,Customer_1116,211,Plastic Cups,Sundry,9,95.16,856.4399999999999
321,2020-04-29,453,Customer_14429,202,Desk,Office,8,66.51,532.08
322,2013-11-19,872,Customer_1677,211,Plastic Cups,Sundry,3,13.63,40.89
323,2012-04-05,483,Customer_19417,200,Laptop,Electronics,2,82.54,165.08
324,2023-09-03,657,Customer_31588,209,Coffee Maker,Electronics,7,30.45,213.15
325,2010-02-15,461,Customer_26609,204,Monitor,Electronics,8,51.56,412.48
326,2013-04-22,513,Customer_2409,207,Pen,Stationery,2,90.58,181.16
327,2012-03-28,457,Customer_14184,204,Monitor,Electronics,3,22.14,66.42
328,2013-05-30,385,Customer_8666,208,Notebook,Stationery,5,69.26,346.3
329,2020-10-14,231,Customer_3430,202,Desk,Office,5,93.64,468.2
330,2010-08-31,660,Customer_10785,205,Printer,Electronics,5,55.82,279.1
331,2017-10-17,994,Customer_6268,203,Chair,Office,8,63.31,506.48
332,2016-10-11,646,Customer_13750,207,Pen,Stationery,5,5.21,26.05
333,2021-11-14,787,Customer_3617,201,Smartphone,Electronics,9,80.31,722.79
334,2019-04-23,257,Customer_18546,204,Monitor,Electronics,2,56.27,112.54
335,2013-05-10,673,Customer_9699,203,Chair,Office,7,11.61,81.27
336,2022-06-01,523,Customer_24126,200,Laptop,Electronics,9,82.41,741.6899999999999
337,2021-10-11,153,Customer_25633,209,Coffee Maker,Electronics,5,45.09,225.45000000000002
338,2013-06-29,595,Customer_26453,203,Chair,Office,4,95.13,380.52
339,2017-02-25,220,Customer_10719,207,Pen,Stationery,8,96.67,773.36
340,2010-06-07,787,Customer_11486,211,Plastic Cups,Sundry,1,72.29,72.29
341,2015-08-05,865,Customer_3119,201,Smartphone,Electronics,9,27.82,250.38
342,2014-11-28,840,Customer_22607,202,Desk,Office,8,91.47,731.76
